name,weight/volume,calories,proteins,fats,carbohydrates,type,brand,manufacturer,article,composition,description,image_url,rating_score,price,category
Хлебцы Три злака Dr.Korner,90г,290,10.0,2.0,58.0,Хлебцы,Dr. Korner,Хлебпром,1000562543,"Пшеница, крупа рисовая, крупа гречневая","Хрустящие хлебцы из смеси пшеницы, риса и гречки. Лёгкий и полезный перекус с низкой калорийностью — всего 29 ккал, подходят для тех, кто следит за весом.",https://images-foodtech.magnit.ru/svO-YmiJQhbsuLxXpOhwAvO2ZuSnArdoarfq1JhgOL8/rs:fit:1600:1600/plain/s3://img-dostavka/uf/076/0768982e4764dbb5ccc83f3abac0336f/a387dba065d7125d3bd3b517b6fcf1c8.jpeg@webp,4.8,55.99,khleb_vypechka_sneki
Печенье витаминизированное молочное с глазурью Юбилейное,348г,480,7.0,21.0,65.0,Печенье,Юбилейное,Мондэлис Русь,8000009687,"Мука пшеничная, сахар, масла растительные (рапсовое, пальмовое), жир растительный, вода, сыворотка сухая молочная, сироп глюкозно-фруктозный, какао-порошок, молоко сухое обезжиренное, разрыхлители (гидрокарбонат натрия, гидрокарбонат аммония), ароматизаторы, соль, эмульгаторы (лецитин соевый, Е492, Е476), продукт яичный, витаминно-минеральный комплекс (ниацин, витамин В6, витамин В1, витамин В2, фолиевая кислота)",,https://images-foodtech.magnit.ru/OXWCyURZxcnvXhobFSRDw8EGNDMgP6tXAKE4_fJgmT8/rs:fit:1600:1600/plain/s3://img-dostavka/uf/89c/89ca5834373e4e13741054f9b74ff22c/d8563359d8310de38c3b55cb5c74eca3.jpeg@webp,4.8,125.99,khleb_vypechka_sneki
Печенье витаминизированное молочное с глазурью Юбилейное,348г,480,7.0,21.0,65.0,Печенье,Юбилейное,Мондэлис Русь,8000009687,"Мука пшеничная, сахар, масла растительные (рапсовое, пальмовое), жир растительный, вода, сыворотка сухая молочная, сироп глюкозно-фруктозный, какао-порошок, молоко сухое обезжиренное, разрыхлители (гидрокарбонат натрия, гидрокарбонат аммония), ароматизаторы, соль, эмульгаторы (лецитин соевый, Е492, Е476), продукт яичный, витаминно-минеральный комплекс (ниацин, витамин В6, витамин В1, витамин В2, фолиевая кислота)",,https://images-foodtech.magnit.ru/OXWCyURZxcnvXhobFSRDw8EGNDMgP6tXAKE4_fJgmT8/rs:fit:1600:1600/plain/s3://img-dostavka/uf/89c/89ca5834373e4e13741054f9b74ff22c/d8563359d8310de38c3b55cb5c74eca3.jpeg@webp,4.8,125.99,sladosti_torty_pirozhnye
Печенье Курабье Lucky Days,350г,410,8.5,20.0,50.0,Печенье,Lucky Days,Тандер,1636599919,"Мука пшеничная хлебопекарная высшего сорта, маргарин (рафинированные дезодорированные масла в натуральном и модифицированном виде (пальмовое масло и его фракции, подсолнечное масло), вода питьевая, эмульгаторы (E471, E475), соль пищевая, ароматизатор сливки-молоко, краситель Е160а, регулятор кислотности лимонная кислота), сахар, начинка крапивенская, на основе яблочного пюре со вкусом клубники (пюре яблочное, сахар, регулятор кислотности E330, консервант Е200, Е220 (остаточный), натуральный пищевой краситель Е120а, ароматизатор пищевой клубника), вода питьевая, соль поваренная пищевая, ароматизатор пищевой ванилин",,https://images-foodtech.magnit.ru/MOrc-LCVStrTtFVkhG_no9_WceTS0FwG-7laSV-aVCY/rs:fit:1600:1600/plain/s3://img-dostavka/uf/9c3/9c37c7eaf2853b1cafc79143146b9372/0e86ab780d315993deefef68ce8e3882.jpeg@webp,4.6,119.99,khleb_vypechka_sneki
Печенье Курабье Lucky Days,350г,410,8.5,20.0,50.0,Печенье,Lucky Days,Тандер,1636599919,"Мука пшеничная хлебопекарная высшего сорта, маргарин (рафинированные дезодорированные масла в натуральном и модифицированном виде (пальмовое масло и его фракции, подсолнечное масло), вода питьевая, эмульгаторы (E471, E475), соль пищевая, ароматизатор сливки-молоко, краситель Е160а, регулятор кислотности лимонная кислота), сахар, начинка крапивенская, на основе яблочного пюре со вкусом клубники (пюре яблочное, сахар, регулятор кислотности E330, консервант Е200, Е220 (остаточный), натуральный пищевой краситель Е120а, ароматизатор пищевой клубника), вода питьевая, соль поваренная пищевая, ароматизатор пищевой ванилин",,https://images-foodtech.magnit.ru/MOrc-LCVStrTtFVkhG_no9_WceTS0FwG-7laSV-aVCY/rs:fit:1600:1600/plain/s3://img-dostavka/uf/9c3/9c37c7eaf2853b1cafc79143146b9372/0e86ab780d315993deefef68ce8e3882.jpeg@webp,4.6,119.99,sladosti_torty_pirozhnye
Печенье Утреннее Мультизлаковое Belvita,225г,444,8.2,15.0,68.0,Печенье,Belvita,Мондэлис Русь,1000205489,"Мука пшеничная 49.4%, хлопья 19.9% (овсяные, ржаные), сахар, масла растительные (пальмовое, рапсовое), вода, отруби пшеничные 2.2%, сироп глюкозно-фруктозный, разрыхлитель (гидрокарбонат натрия), соль, солодовый экстракт из ячменя 0.3%, эмульгатор (лецитин соевый), регулятор кислотности (дигидропирофосфат натрия), витаминно-минеральный комплекс (витамин B1, витамин B2, витамин B6, витамин PP, витамин Bс, железо)","Печенье со злаковыми хлопьями обладает хрустящей текстурой и умеренной сладостью. Печенье содержит 3 вида цельных злаков и витаминно-минеральный комплекс. В рецептуре нет продуктов животного происхождения, поэтому оно идеально подходит в пост.",https://images-foodtech.magnit.ru/1j5H0HFWaMVYcKOouZm6D4firBMb3n3wu00i-yVc9tE/rs:fit:1600:1600/plain/s3://img-dostavka/uf/0dc/0dc9390b25f52c27bcbbda69f51066bc/46be15cbd70a728b9ed2ba176f95d0b1.jpeg@webp,4.9,129.99,khleb_vypechka_sneki
Печенье Утреннее Мультизлаковое Belvita,225г,444,8.2,15.0,68.0,Печенье,Belvita,Мондэлис Русь,1000205489,"Мука пшеничная 49.4%, хлопья 19.9% (овсяные, ржаные), сахар, масла растительные (пальмовое, рапсовое), вода, отруби пшеничные 2.2%, сироп глюкозно-фруктозный, разрыхлитель (гидрокарбонат натрия), соль, солодовый экстракт из ячменя 0.3%, эмульгатор (лецитин соевый), регулятор кислотности (дигидропирофосфат натрия), витаминно-минеральный комплекс (витамин B1, витамин B2, витамин B6, витамин PP, витамин Bс, железо)","Печенье со злаковыми хлопьями обладает хрустящей текстурой и умеренной сладостью. Печенье содержит 3 вида цельных злаков и витаминно-минеральный комплекс. В рецептуре нет продуктов животного происхождения, поэтому оно идеально подходит в пост.",https://images-foodtech.magnit.ru/1j5H0HFWaMVYcKOouZm6D4firBMb3n3wu00i-yVc9tE/rs:fit:1600:1600/plain/s3://img-dostavka/uf/0dc/0dc9390b25f52c27bcbbda69f51066bc/46be15cbd70a728b9ed2ba176f95d0b1.jpeg@webp,4.9,129.99,sladosti_torty_pirozhnye
Бриошь Французские улочки с кусочками шоколада Смак,30г,390,8.5,16.0,54.0,Бриошь,Смак,Смак,1000336136,"Мука пшеничная хлебопекарная высшего сорта, вода питьевая, сахар, масла растительные (подсолнечное, рапсовое), какао-масса, какао-масло, дрожжи хлебопекарные прессованные, яйца куриные пищевые, молоко цельное сухое, агент влагоудерживающий – глицерин, соль, эмульгаторы – эфиры глицерина и диацетилвинной и жирных кислот, подсолнечный лецитин, консерванты – диацетат натрия, сорбиновая кислота, пропионат кальция, крахмал пшеничный, антиокислитель – аскорбиновая кислота, ароматизатор – «Ванильно-сливочный», ваниль. Может содержать следы сои. Не содержит ГМО","Бриошь Смак Французские улочки Бриошь с кусочками шоколада 30г — это вкусный продукт, который может стать хорошим вариантом перекуса или дополнить завтрак. Булочка отличается воздушной пористой текстурой, красивым золотистым цветом, легким ванильным ароматом и приятным шоколадным вкусом. Она прекрасно сочетается с различными джемами, сливочным маслом, медом, сметаной, шоколадной пастой, сыром. Продукт готовится на основе пшеничной муки, молока, яиц и масла по традиционному французскому рецепту. Он заключен в герметичную упаковку, которая надолго сохраняет его свежесть и позволяет оценить его целостность еще до покупки.",https://images-foodtech.magnit.ru/8paaXF4zmXKGxz0HEmZpjWiP5Z0t9qh__pW3YOYI2sE/rs:fit:1600:1600/plain/s3://img-dostavka/uf/2ef/2ef341570a5aa7ff7cef7f31a2cbf988/6aa8f05bb804e09784b12c620fb2199b.jpeg@webp,4.7,16.99,khleb_vypechka_sneki
Вафельные трубочки хрустящие со вкусом сгущенного молока Махеевъ,400г,440,6.0,17.0,66.0,Вафельные трубочки,Махеевъ,Эссен Продакшн АГ,1000171978,"Сахар, жир растительный (подсолнечное масло, пальмовое масло), мука пшеничная, сыворотка молочная сухая, какао-порошок, эмульгатор – лецитин соевый, крахмал картофельный, соль поваренная, разрыхлитель – гидрокарбонат натрия, ароматизаторы: «Вареная сгущенка», «Ванилин»","Вафельные трубочки Махеевъ хрустящие со вкусом сгущенного молока 400г станут удачным выбором как для праздничного застолья, так и для обычного семейного чаепития. Они отличаются насыщенным, в меру сладким вкусом, помогают быстро утолить голод, тонизируют и заряжают энергией. Вафельные трубочки изготовлены из отборных ингредиентов. В их состав входит пшеничная, кукурузная и рисовая мука, сахар, растительное масло и другие компоненты. Включение такого продукта в меню не только насыщает, но и приносит пользу организму. Он богат витаминами из группы В, кальцием, железом, фосфором, селеном и другими микро- и макроэлементами. Аппетитный десерт снижает риск развития анемии, повышает иммунную защиту, активизирует работу мозга, избавляет от депрессии и поднимает настроение.",https://images-foodtech.magnit.ru/jcaOYUQJ2JB3qQSPgZuTFQLHUoOTjrnMC9mbFkWlUoo/rs:fit:1600:1600/plain/s3://img-dostavka/uf/eff/eff175c315fded9dd3bf73282ed11c98/0d8e82e24bc44f01f1c306948bfc0420.jpeg@webp,4.8,139.99,khleb_vypechka_sneki
Вафельные трубочки хрустящие со вкусом сгущенного молока Махеевъ,400г,440,6.0,17.0,66.0,Вафельные трубочки,Махеевъ,Эссен Продакшн АГ,1000171978,"Сахар, жир растительный (подсолнечное масло, пальмовое масло), мука пшеничная, сыворотка молочная сухая, какао-порошок, эмульгатор – лецитин соевый, крахмал картофельный, соль поваренная, разрыхлитель – гидрокарбонат натрия, ароматизаторы: «Вареная сгущенка», «Ванилин»","Вафельные трубочки Махеевъ хрустящие со вкусом сгущенного молока 400г станут удачным выбором как для праздничного застолья, так и для обычного семейного чаепития. Они отличаются насыщенным, в меру сладким вкусом, помогают быстро утолить голод, тонизируют и заряжают энергией. Вафельные трубочки изготовлены из отборных ингредиентов. В их состав входит пшеничная, кукурузная и рисовая мука, сахар, растительное масло и другие компоненты. Включение такого продукта в меню не только насыщает, но и приносит пользу организму. Он богат витаминами из группы В, кальцием, железом, фосфором, селеном и другими микро- и макроэлементами. Аппетитный десерт снижает риск развития анемии, повышает иммунную защиту, активизирует работу мозга, избавляет от депрессии и поднимает настроение.",https://images-foodtech.magnit.ru/jcaOYUQJ2JB3qQSPgZuTFQLHUoOTjrnMC9mbFkWlUoo/rs:fit:1600:1600/plain/s3://img-dostavka/uf/eff/eff175c315fded9dd3bf73282ed11c98/0d8e82e24bc44f01f1c306948bfc0420.jpeg@webp,4.8,139.99,sladosti_torty_pirozhnye
Печенье сдобное Домашнее с шоколадном Любятово,156г,508,5.3,26.9,59.9,Печенье,Любятово,Любятово,1000453594,"Мука пшеничная, масло растительное, сахар, тёмный шоколад (сахар, какао тёртое, масло какао, эмульгатор: лецитин подсолнечный, ароматизатор натуральный), сироп инвертный (сахар, регуляторы кислотности: молочная кислота, гидрокарбонат натрия), разрыхлители: гидрокарбонат аммония, гидрокарбонат натрия; соль, ароматизатор, эмульгаторы: эфиры глицерина и диацетилвинной и жирных кислот, лецитин соевый; краситель: сахарный колер III; сыворотка молочная сухая. Продукт содержит молочный белок, глютен, сою, сульфиты. Продукт может содержать следы орехов, яиц","Рассыпчатое хрупкое печенье усеяно кусочками тёмного шоколада. Если подогреть его 10 секунд в микроволновке, то шоколад подтает, а тёплое печенье будет пахнуть, как свежеиспечённое. Но даже без этого эффекта лакомство покоряет своим натуральным вкусом и текстурой.",https://images-foodtech.magnit.ru/pr2ylNxXa9UvnqNXs0xnPLw04EuLOEO2AZ-Nl-g9G28/rs:fit:1600:1600/plain/s3://img-dostavka/uf/bb3/bb3f035690c2e0e0e835996e458732d2/e57767cfca32bfeeccfeece2ab0a09c2.jpeg@webp,4.8,109.99,khleb_vypechka_sneki
Печенье сдобное Домашнее с шоколадном Любятово,156г,508,5.3,26.9,59.9,Печенье,Любятово,Любятово,1000453594,"Мука пшеничная, масло растительное, сахар, тёмный шоколад (сахар, какао тёртое, масло какао, эмульгатор: лецитин подсолнечный, ароматизатор натуральный), сироп инвертный (сахар, регуляторы кислотности: молочная кислота, гидрокарбонат натрия), разрыхлители: гидрокарбонат аммония, гидрокарбонат натрия; соль, ароматизатор, эмульгаторы: эфиры глицерина и диацетилвинной и жирных кислот, лецитин соевый; краситель: сахарный колер III; сыворотка молочная сухая. Продукт содержит молочный белок, глютен, сою, сульфиты. Продукт может содержать следы орехов, яиц","Рассыпчатое хрупкое печенье усеяно кусочками тёмного шоколада. Если подогреть его 10 секунд в микроволновке, то шоколад подтает, а тёплое печенье будет пахнуть, как свежеиспечённое. Но даже без этого эффекта лакомство покоряет своим натуральным вкусом и текстурой.",https://images-foodtech.magnit.ru/pr2ylNxXa9UvnqNXs0xnPLw04EuLOEO2AZ-Nl-g9G28/rs:fit:1600:1600/plain/s3://img-dostavka/uf/bb3/bb3f035690c2e0e0e835996e458732d2/e57767cfca32bfeeccfeece2ab0a09c2.jpeg@webp,4.8,109.99,sladosti_torty_pirozhnye
Печенье с овсяными хлопьями Юбилейное,224г,461,7.9,19.0,65.0,Печенье,Юбилейное,Мондэлис Русь,1000220802,"Мука пшеничная, масла растительные (рапсовое, пальмовое), сахар, хлопья овсяные, вода, сироп инвертный (сахар, вода, регулятор кислотности (кислота лимонная)), разрыхлители (гидрокарбонат натрия, гидрокарбонат аммония), корица, соль, эмульгатор (лецитин соевый), ароматизатор, продукт яичный, витаминно-минеральный комплекс (ниацин, витамин В6, витамин В1, витамин В2, фолиевая кислота)","Печенье с овсяными хлопьями обладает сбалансированным вкусом с лёгкой сладостью и выраженным злаковым акцентом. Хрустящее снаружи и слегка рассыпчатое внутри, оно готовится с добавлением витаминов и овсяных хлопьев.",https://images-foodtech.magnit.ru/jQUSwot8TrkgPRGGxVwa57p2nDQ7-Ezjhbqs-5SBKj8/rs:fit:1600:1600/plain/s3://img-dostavka/uf/c1f/c1f262cd734a9d11163d1b9e9aa363d5/5e690bf4aa906d1bdf0a07338c36a80e.jpeg@webp,4.8,88.99,khleb_vypechka_sneki
Печенье с овсяными хлопьями Юбилейное,224г,461,7.9,19.0,65.0,Печенье,Юбилейное,Мондэлис Русь,1000220802,"Мука пшеничная, масла растительные (рапсовое, пальмовое), сахар, хлопья овсяные, вода, сироп инвертный (сахар, вода, регулятор кислотности (кислота лимонная)), разрыхлители (гидрокарбонат натрия, гидрокарбонат аммония), корица, соль, эмульгатор (лецитин соевый), ароматизатор, продукт яичный, витаминно-минеральный комплекс (ниацин, витамин В6, витамин В1, витамин В2, фолиевая кислота)","Печенье с овсяными хлопьями обладает сбалансированным вкусом с лёгкой сладостью и выраженным злаковым акцентом. Хрустящее снаружи и слегка рассыпчатое внутри, оно готовится с добавлением витаминов и овсяных хлопьев.",https://images-foodtech.magnit.ru/jQUSwot8TrkgPRGGxVwa57p2nDQ7-Ezjhbqs-5SBKj8/rs:fit:1600:1600/plain/s3://img-dostavka/uf/c1f/c1f262cd734a9d11163d1b9e9aa363d5/5e690bf4aa906d1bdf0a07338c36a80e.jpeg@webp,4.8,88.99,sladosti_torty_pirozhnye
Пирожное Orion в глазури Choco Pie,180г,450,5.0,18.0,67.0,Печенье,Choco Pie,Orion,1623699905,"Мука пшеничная общего назначения тип М55-23, сахар, вода питьевая, патока, жир кондитерский (рафинированные дезодорированные растительные масла (пальмовое, подсолнечное, соевое), эмульгатор: лецитин соевый, антиокислители: Е319, лимонная кислота), жир специального назначения (рафинированные дезодорированные растительные масла (пальмовое, пальмоядровое, масло ши), эмульгаторы: лецитин соевый, сорбитан тристеарат), какао-порошок, молоко цельное сухое, разрыхлители: гидрокарбонат натрия, гидрокарбонат аммония, ортофосфат кальция 1-замещенный), глюкоза, желатин пищевой, яичные продукты, соль поваренная пищевая, какао тертое, ароматизатор «Ванилин», эмульгатор: лецитин соевый, гидролизат молочного белка, загуститель: ксантановая камедь","Шоколадная глазурь покрывает тонким, но плотным слоем мягкие бисквитные печенья с прослойкой суфле. Аромат шоколада и ванили и классическая нежная текстура.",https://images-foodtech.magnit.ru/Qv5M5WBDenverCC4EUNFTTHSRoB3JbOxaoiI2rYefVI/rs:fit:1600:1600/plain/s3://img-dostavka/uf/cb4/cb420b690638628500cc882ce5a8ceed/a3dcfd396e8aa81694c37df588ea3bd5.jpeg@webp,4.8,89.99,khleb_vypechka_sneki
Пирожное Orion в глазури Choco Pie,180г,450,5.0,18.0,67.0,Печенье,Choco Pie,Orion,1623699905,"Мука пшеничная общего назначения тип М55-23, сахар, вода питьевая, патока, жир кондитерский (рафинированные дезодорированные растительные масла (пальмовое, подсолнечное, соевое), эмульгатор: лецитин соевый, антиокислители: Е319, лимонная кислота), жир специального назначения (рафинированные дезодорированные растительные масла (пальмовое, пальмоядровое, масло ши), эмульгаторы: лецитин соевый, сорбитан тристеарат), какао-порошок, молоко цельное сухое, разрыхлители: гидрокарбонат натрия, гидрокарбонат аммония, ортофосфат кальция 1-замещенный), глюкоза, желатин пищевой, яичные продукты, соль поваренная пищевая, какао тертое, ароматизатор «Ванилин», эмульгатор: лецитин соевый, гидролизат молочного белка, загуститель: ксантановая камедь","Шоколадная глазурь покрывает тонким, но плотным слоем мягкие бисквитные печенья с прослойкой суфле. Аромат шоколада и ванили и классическая нежная текстура.",https://images-foodtech.magnit.ru/Qv5M5WBDenverCC4EUNFTTHSRoB3JbOxaoiI2rYefVI/rs:fit:1600:1600/plain/s3://img-dostavka/uf/cb4/cb420b690638628500cc882ce5a8ceed/a3dcfd396e8aa81694c37df588ea3bd5.jpeg@webp,4.8,89.99,sladosti_torty_pirozhnye
Хлебцы Бородинские Щедрые,100г,370,10.0,5.0,59.0,Хлебцы,Щедрые,Ориент Продактс,1000249520,"Мука ржаная хлебопекарная обдирная, мука пшеничная хлебопекарная второго сорта, солод ржаной, отруби пшеничные, вода питьевая, сахар, кориандр, дрожжи хлебопекарные, соль, эмульгатор – соевый лецитин. Может содержать следы кунжута, молока",Хлебцы приготовлены на основе ржаной обдирной и пшеничной муки с добавлением пшеничных отрубей. А входящие в состав хлебцев витамины группы B и минералы делают их полезными.,https://images-foodtech.magnit.ru/oYmcRbOc0zS0_tc1aHZAszKRrr0iIytbnLhOuUm_Yp4/rs:fit:1600:1600/plain/s3://img-dostavka/uf/554/55414693502bef5d0dd9febd229cbf27/198275c49e4d32d56ee16c71b951b71c.jpeg@webp,4.8,59.99,khleb_vypechka_sneki
Лаваш деревенский Mission,270г,290,8.0,7.0,47.0,Лаваш,Mission,Мишн Фудс,1000324423,"Мука пшеничная хлебопекарная высшего сорта, вода, масло растительное, агент влагоудерживающий - глицерин, глютен пшеничный, солод ржаной ферментированный, соль поваренная пищевая, мальтодекстрин, эмульгатор - Е471, консерванты (сорбат калия, пропионат кальция), регулятор кислотности - яблочная кислота, разрыхлители (Е450i, гидрокарбонат натрия), стабилизатор - гуаровая камедь, агент антислеживающий - Е536, вещество для обработки муки - Е920. Может содержать следовые количества молочных продуктов","В составе лаваша есть солод, который придает продукту особый вкус. Технология изготовления делает продукт плотным, поэтому лаваш прекрасно держит форму и пропитывается соусом, не деформируясь.",https://images-foodtech.magnit.ru/tUHGRPIzySXhjFZ5In1qa_UeL0yitpYS0UhfqnrXzRQ/rs:fit:1600:1600/plain/s3://img-dostavka/uf/d9b/d9b9db04450c70420c1b8b37a8f1b279/f9cb9b0c2b23e344b5791b6ce87a65d0.jpeg@webp,4.6,129.99,khleb_vypechka_sneki
Печенье Утреннее со злаками и йогуртовой начинкой Belvita,253г,465,7.3,18.0,66.7,Печенье,Belvita,Мондэлис Русь,1000205491,"Злаковые (мука пшеничная, цельные злаки (хлопья овсяные, отруби пшеничные мука ржаная цельнозерновая), сахар, масла растительные и жир растительный, вода, крахмал кукурузный, йогуртовый порошок, сыворотка сухая молочная, разрыхлители (гидрокарбонат натрия, дигидропирофосфат натрия), эмульгаторы (эфиры глицерина и диацетилвинной и жирных кислот, лецитин соевый), ароматизаторы, соль, сироп глюкозно-фруктозный, регулятор кислотности (кислота лимонная), витамины и минеральные вещества","Печенье-сэндвич с цельными злаками обладает ярким вкусом какао и нежной, тающей во рту начинкой. Печенье содержит 3 вида цельных злаков и обогащено кальцием и железом.",https://images-foodtech.magnit.ru/B30Qq7QIDJ-cS80Zq17f9REUjihd99iczPB_wKfHiaA/rs:fit:1600:1600/plain/s3://img-dostavka/uf/988/98892b54c9292e6f496965eb671045d2/a69cae96495e986a63e29933f63f552f.jpeg@webp,4.8,159.99,khleb_vypechka_sneki
Печенье Утреннее со злаками и йогуртовой начинкой Belvita,253г,465,7.3,18.0,66.7,Печенье,Belvita,Мондэлис Русь,1000205491,"Злаковые (мука пшеничная, цельные злаки (хлопья овсяные, отруби пшеничные мука ржаная цельнозерновая), сахар, масла растительные и жир растительный, вода, крахмал кукурузный, йогуртовый порошок, сыворотка сухая молочная, разрыхлители (гидрокарбонат натрия, дигидропирофосфат натрия), эмульгаторы (эфиры глицерина и диацетилвинной и жирных кислот, лецитин соевый), ароматизаторы, соль, сироп глюкозно-фруктозный, регулятор кислотности (кислота лимонная), витамины и минеральные вещества","Печенье-сэндвич с цельными злаками обладает ярким вкусом какао и нежной, тающей во рту начинкой. Печенье содержит 3 вида цельных злаков и обогащено кальцием и железом.",https://images-foodtech.magnit.ru/B30Qq7QIDJ-cS80Zq17f9REUjihd99iczPB_wKfHiaA/rs:fit:1600:1600/plain/s3://img-dostavka/uf/988/98892b54c9292e6f496965eb671045d2/a69cae96495e986a63e29933f63f552f.jpeg@webp,4.8,159.99,sladosti_torty_pirozhnye
Хлебцы пшеничные Магнит,80г,285,11.8,2.1,55.0,Хлебцы,Магнит,Харламов В.В.,1000208281,Цельное зерно пшеницы без ГМО,"В составе лёгких воздушных хлебцев только цельное зерно пшеницы, никаких ГМО и прочих нежелательных ингредиентов. Снеки приятно хрустят и быстро утоляют голод.",https://images-foodtech.magnit.ru/lWTZJ74Ey_O7RzmH0W4Lk6cCQWG6KJUDiThJTn_Ji_M/rs:fit:1600:1600/plain/s3://img-dostavka/uf/cb8/cb87c196167537f391c14fd2dd08ea78/21a4fbb2f6b961244b4468c50c292098.jpeg@webp,4.7,57.99,khleb_vypechka_sneki
Печенье Яшкино со сливочным кремом,190г,490,6.0,23.0,64.0,Печенье,Яшкино,КДВ-Групп,1000255109,"Мука пшеничная высшего сорта, сахар, маргарин (рафинированные дезодорированные растительные масла в натуральном и модифицированном виде, в том числе соевое, вода. Эмульгатор: моно и диглицериды жирных кислот, соевый лецитин, соль, сахар, консервант сорбат калия, регулятор кислотности лимонная кислота, ароматизатор, краситель бета-каротин. Энтиокислитель: аскорбиновая кислота, альфа-токоферол), вода, жир кондитерский (рафинированные дезодорированные растительные масла в натуральном и модифицированном виде, эмульгатор лецитин соевый), сыворотка молочная сухая, разрыхлители (карбонаты аммония, карбонаты натрия), соль, сливки сухие, эмульгатор лецитин соевый, ароматизатор-ванилин, антиокислитель пиросульфит натрия. Регулятор кислотности: кислота лимонная","Печенье Яшкино со сливочным кремом 182г - оригинальное, аппетитное лакомство. Представляет собой небольшие круглые сэндвичи из песочного печенья, между которыми находится нежный сливочный крем. Продукт обладает неоднородной текстурой, легко разламывается и надкусывается. Вкус и аромат печенья нежные, сбалансированные в отношении сахара, не навязчивые. Лакомство можно подать к завтраку для всей семьи или взять с собой на работу, чтобы перекусить в свободную минуту. Отлично сочетается с молоком, чаем, кофе, соками.",https://images-foodtech.magnit.ru/_WIfb1FjrhM6gs4kvOLFCQ5zylu0qeDP91Q3Y0vLn9I/rs:fit:1600:1600/plain/s3://img-dostavka/uf/92a/92aaaf67d9e7364059a97229b50dbaf6/c54d2576e87c428ca30f935dc53d95b6.jpeg@webp,4.8,59.99,khleb_vypechka_sneki
Печенье Яшкино со сливочным кремом,190г,490,6.0,23.0,64.0,Печенье,Яшкино,КДВ-Групп,1000255109,"Мука пшеничная высшего сорта, сахар, маргарин (рафинированные дезодорированные растительные масла в натуральном и модифицированном виде, в том числе соевое, вода. Эмульгатор: моно и диглицериды жирных кислот, соевый лецитин, соль, сахар, консервант сорбат калия, регулятор кислотности лимонная кислота, ароматизатор, краситель бета-каротин. Энтиокислитель: аскорбиновая кислота, альфа-токоферол), вода, жир кондитерский (рафинированные дезодорированные растительные масла в натуральном и модифицированном виде, эмульгатор лецитин соевый), сыворотка молочная сухая, разрыхлители (карбонаты аммония, карбонаты натрия), соль, сливки сухие, эмульгатор лецитин соевый, ароматизатор-ванилин, антиокислитель пиросульфит натрия. Регулятор кислотности: кислота лимонная","Печенье Яшкино со сливочным кремом 182г - оригинальное, аппетитное лакомство. Представляет собой небольшие круглые сэндвичи из песочного печенья, между которыми находится нежный сливочный крем. Продукт обладает неоднородной текстурой, легко разламывается и надкусывается. Вкус и аромат печенья нежные, сбалансированные в отношении сахара, не навязчивые. Лакомство можно подать к завтраку для всей семьи или взять с собой на работу, чтобы перекусить в свободную минуту. Отлично сочетается с молоком, чаем, кофе, соками.",https://images-foodtech.magnit.ru/_WIfb1FjrhM6gs4kvOLFCQ5zylu0qeDP91Q3Y0vLn9I/rs:fit:1600:1600/plain/s3://img-dostavka/uf/92a/92aaaf67d9e7364059a97229b50dbaf6/c54d2576e87c428ca30f935dc53d95b6.jpeg@webp,4.8,59.99,sladosti_torty_pirozhnye
Крекер Яшкино Французский хрустящий с кунжутом,185г,497,8.3,23.3,63.4,Крекеры,Яшкино,КДВ-Групп,1699919576,"Мука пшеничная высшего сорта, вода, маргарин (рафинированные дезодорированные масла в натуральном и модифицированном виде (подсолнечное, пальмовое), вода, эмульгаторы (Е471, соевый лецитин), соль поваренная пищевая, красители (E106b, E100), ароматизатор, регулятор кислотности – лимонная кислота), сахар, крахмал кукурузный, масло подсолнечное рафинированное дезодорированное, стружка кокосовая, кунжут жареный, молоко сухое обезжиренное, разрыхлители (карбонат аммония, карбонаты натрия), соль, сыворотка молочная сухая, сыр сухой дробленый, регулятор кислотности – лимонная кислота, дрожжи хлебопекарные прессованные, антиокислитель – пиросульфит натрия. Продукт может содержать следы продуктов переработки яиц",,https://images-foodtech.magnit.ru/CinE1LIRUuOxwG-wCZ_JIGrYX7tVrAyKOhLB5BkV6y4/rs:fit:1600:1600/plain/s3://img-dostavka/uf/241/2410526dd56f4c4f474d3897a66a42c6/7dddd676cc603eec5df5fb28ac2ed7e2.jpeg@webp,4.8,54.99,khleb_vypechka_sneki
